symbol,name,series,isin,yahoo_symbol
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,INE630A01024,SESHAPAPER.NS
SETCO,Setco Automotive Limited,BE,INE878E01021,SETCO.NS
SETL,Standard Engineering Technology Limited,EQ,INE0M4D01010,SETL.NS
SETUINFRA,Setubandhan Infrastructure Limited,BZ,INE023M01027,SETUINFRA.NS
SEYAIND,Seya Industries Limited,BE,INE573R01012,SEYAIND.NS
SFL,Sheela Foam Limited,EQ,INE916U01025,SFL.NS
SGFIN,SG Finserve Limited,EQ,INE618R01015,SGFIN.NS
SGIL,Synergy Green Industries Limited,EQ,INE00QT01015,SGIL.NS
SGL,STL Global Limited,EQ,INE353H01010,SGL.NS
SGLRES,SGL Resources Limited,EQ,INE967B01028,SGLRES.NS
SGMART,SG Mart Limited,EQ,INE385F01024,SGMART.NS
SGRL,Shree Ganesh Remedies Limited,EQ,INE414Y01015,SGRL.NS
SHADOWFAX,Shadowfax Technologies Limited,EQ,INE12UN01015,SHADOWFAX.NS
SHAH,Shah Metacorp Limited,EQ,INE482J01021,SHAH.NS
SHAHALLOYS,Shah Alloys Limited,BE,INE640C01011,SHAHALLOYS.NS
SHAILY,Shaily Engineering Plastics Limited,EQ,INE151G01028,SHAILY.NS
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,INE908D01010,SHAKTIPUMP.NS
SHALBY,Shalby Limited,EQ,INE597J01018,SHALBY.NS
SHALPAINTS,Shalimar Paints Limited,BE,INE849C01026,SHALPAINTS.NS
SHANKARA,Shankara Building Products Limited,EQ,INE274V01019,SHANKARA.NS
SHANKESH,Shankesh Jewellers Limited,EQ,INE1WFC01025,SHANKESH.NS
SHANTI,Shanti Overseas (India) Limited,EQ,INE933X01016,SHANTI.NS
SHANTIGEAR,Shanthi Gears Limited,EQ,INE631A01022,SHANTIGEAR.NS
SHANTIGOLD,Shanti Gold International Limited,EQ,INE06ZD01017,SHANTIGOLD.NS
SHARDACROP,Sharda Cropchem Limited,EQ,INE221J01015,SHARDACROP.NS
SHARDAMOTR,Sharda Motor Industries Limited,EQ,INE597I01028,SHARDAMOTR.NS
SHARDUL,Shardul Securities Limited,BE,INE037B01020,SHARDUL.NS
SHAREINDIA,Share India Securities Limited,EQ,INE932X01026,SHAREINDIA.NS
SHBAJRG,Shri Bajrang Alliance Limited,EQ,INE402H01015,SHBAJRG.NS
SHEKHAWATI,Shekhawati Industries Limited,BE,INE268L01046,SHEKHAWATI.NS
SHEMAROO,Shemaroo Entertainment Limited,BE,INE363M01019,SHEMAROO.NS
SHERVANI,Shervani Industrial Syndicate Limited,EQ,INE011D01013,SHERVANI.NS
SHILCTECH,Shilchar Technologies Limited,EQ,INE024F01011,SHILCTECH.NS
SHILGRAVQ,Shilp Gravures Limited,EQ,INE960A01017,SHILGRAVQ.NS
SHILPAMED,Shilpa Medicare Limited,EQ,INE790G01031,SHILPAMED.NS
SHINDL,Sharat Industries Limited,EQ,INE220Z01013,SHINDL.NS
SHIPROCKET,Shiprocket Limited,EQ,INE0FOO01011,SHIPROCKET.NS
SHIVAAGRO,Shiva Global Agro Industries Limited,EQ,INE960E01019,SHIVAAGRO.NS
SHIVACEM,Shiva Cement Limited,EQ,INE555C01029,SHIVACEM.NS
SHIVALIK,Shivalik Rasayan Limited,EQ,INE788J01021,SHIVALIK.NS
SHIVAMAUTO,Shivam Autotech Limited,EQ,INE637H01024,SHIVAMAUTO.NS
SHIVAMILLS,Shiva Mills Limited,EQ,INE644Y01017,SHIVAMILLS.NS
SHIVATEX,Shiva Texyarn Limited,EQ,INE705C01020,SHIVATEX.NS
SHIVAUM,Shiv Aum Steels Limited,EQ,INE719F01016,SHIVAUM.NS
SHK,S H Kelkar and Company Limited,EQ,INE500L01026,SHK.NS
SHOPERSTOP,Shoppers Stop Limited,EQ,INE498B01024,SHOPERSTOP.NS
SHRADDHA,Shraddha Prime Projects Limited,EQ,INE311M01018,SHRADDHA.NS
SHRADHA,Shradha Realty Limited,EQ,INE715Y01031,SHRADHA.NS
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,INE232A01011,SHREDIGCEM.NS
SHREECEM,SHREE CEMENT LIMITED,EQ,INE070A01015,SHREECEM.NS
SHREEJISPG,Shreeji Shipping Global Limited,EQ,INE1B6101010,SHREEJISPG.NS
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,INE712K01011,SHREEPUSHK.NS
SHREERAMA,Shree Rama Multi-Tech Limited,EQ,INE879A01019,SHREERAMA.NS
SHRENIK,Shrenik Limited,BZ,INE632X01030,SHRENIK.NS
SHREYANIND,Shreyans Industries Limited,EQ,INE231C01019,SHREYANIND.NS
SHRIKRISH,Shri Krishna Devcon Limited,EQ,INE997I01012,SHRIKRISH.NS
SHRINGARMS,Shringar House of Mangalsutra Limited,EQ,INE1B3L01017,SHRINGARMS.NS
SHRIPISTON,SPR Auto Technologies Limited,EQ,INE526E01018,SHRIPISTON.NS
SHRIRAMFIN,Shriram Finance Limited,EQ,INE721A01047,SHRIRAMFIN.NS
SHRIRAMPPS,Shriram Properties Limited,EQ,INE217L01019,SHRIRAMPPS.NS
SHRJAGP,Shri Jagdamba Polymers Limited,EQ,INE564J01026,SHRJAGP.NS
SHUKRAPHAR,Shukra Pharmaceuticals Limited,EQ,INE551C01044,SHUKRAPHAR.NS
SHYAMCENT,Shyam Century Ferrous Limited,BE,INE979R01011,SHYAMCENT.NS
SHYAMMETL,Shyam Metalics and Energy Limited,EQ,INE810G01011,SHYAMMETL.NS
SHYAMTEL,Shyam Telecom Limited,EQ,INE635A01023,SHYAMTEL.NS
SICAGEN,Sicagen India Limited,EQ,INE176J01011,SICAGEN.NS
SICALLOG,Sical Logistics Limited,BE,INE075B01020,SICALLOG.NS
SIEL,Superior Industrial Enterprises Limited,EQ,INE843L01012,SIEL.NS
SIEMENS,Siemens Limited,EQ,INE003A01024,SIEMENS.NS
SIGACHI,Sigachi Industries Limited,EQ,INE0D0K01022,SIGACHI.NS
SIGIND,Signet Industries Limited,BE,INE529F01035,SIGIND.NS
SIGMA,Sigma Solve Limited,EQ,INE0A0S01028,SIGMA.NS
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,BE,INE933B01012,SIGMAADV.NS
SIGNATURE,Signatureglobal (India) Limited,EQ,INE903U01023,SIGNATURE.NS
SIGNPOST,Signpost India Limited,EQ,INE0KGZ01021,SIGNPOST.NS
SIKA,Sika Interplant Systems Limited,EQ,INE438E01032,SIKA.NS
SIKKO,Sikko Industries Limited,BE,INE112X01025,SIKKO.NS
SIL,Standard Industries Limited,EQ,INE173A01025,SIL.NS
SILGO,Silgo Retail Limited,EQ,INE01II01013,SILGO.NS
SILINV,SIL Investments Limited,EQ,INE923A01015,SILINV.NS
SILVERTUC,Silver Touch Technologies Limited,EQ,INE625X01026,SILVERTUC.NS
SIMBHALS,Simbhaoli Sugars Limited,BZ,INE748T01016,SIMBHALS.NS
SIMPLEXINF,Simplex Infrastructures Limited,EQ,INE059B01024,SIMPLEXINF.NS
SIMPLXREA,Simplex Realty Limited,EQ,INE167H01014,SIMPLXREA.NS
SINCLAIR,Sinclairs Hotels Limited,EQ,INE985A01022,SINCLAIR.NS
SINDHUTRAD,Sindhu Trade Links Limited,EQ,INE325D01025,SINDHUTRAD.NS
SINGERIND,Singer India Limited,EQ,INE638A01035,SINGERIND.NS
SINTERCOM,Sintercom India Limited,EQ,INE129Z01016,SINTERCOM.NS
SIRCA,Sirca Paints India Limited,EQ,INE792Z01011,SIRCA.NS
SIS,SIS LIMITED,EQ,INE285J01028,SIS.NS
SITINET,Siti Networks Limited,BZ,INE965H01011,SITINET.NS
SIYSIL,Siyaram Silk Mills Limited,EQ,INE076B01028,SIYSIL.NS
SJS,S.J.S. Enterprises Limited,EQ,INE284S01014,SJS.NS
SJVN,SJVN Limited,EQ,INE002L01015,SJVN.NS
SKFINDIA,SKF India Limited,EQ,INE640A01023,SKFINDIA.NS
SKFINDUS,SKF India (Industrial) Limited,EQ,INE2J8701016,SKFINDUS.NS
SKIPPER,Skipper Limited,EQ,INE439E01022,SKIPPER.NS
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,INE411D01023,SKMEGGPROD.NS
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,EQ,INE01IU01018,SKYGOLD.NS
SKYWAYS,Skyways Air Services Limited,EQ,INE0PX301025,SKYWAYS.NS
SMARTLINK,Smartlink Holdings Limited,BE,INE178C01020,SMARTLINK.NS
SMARTWORKS,Smartworks Coworking Spaces Limited,EQ,INE0NAZ01010,SMARTWORKS.NS
SMCGLOBAL,SMC Global Securities Limited,EQ,INE103C01036,SMCGLOBAL.NS
SMLMAH,SML Mahindra Limited,EQ,INE294B01019,SMLMAH.NS
SMLT,Sarthak Metals Limited,EQ,INE017W01010,SMLT.NS
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,INE812G01025,SMSPHARMA.NS
SNOWMAN,Snowman Logistics Limited,EQ,INE734N01019,SNOWMAN.NS
SOBHA,Sobha Limited,EQ,INE671H01015,SOBHA.NS
SOFTTECH,Softtech Engineers Limited,EQ,INE728Z01015,SOFTTECH.NS
SOLARA,Solara Active Pharma Sciences Limited,EQ,INE624Z01016,SOLARA.NS
SOLARINDS,Solar Industries India Limited,EQ,INE343H01029,SOLARINDS.NS
SOLARWORLD,Solarworld Energy Solutions Limited,EQ,INE0TY101024,SOLARWORLD.NS
SOLEX,Solex Energy Limited,EQ,INE880Y01017,SOLEX.NS
SOMANYCERA,Somany Ceramics Limited,EQ,INE355A01028,SOMANYCERA.NS
SOMATEX,Soma Textiles & Industries Limited,EQ,INE314C01013,SOMATEX.NS
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,INE323J01019,SOMICONVEY.NS
SONA,Sonaselection India Limited,BE,INE0LLZ01011,SONA.NS
SONACOMS,Sona BLW Precision Forgings Limited,EQ,INE073K01018,SONACOMS.NS
SONAL,Sonal Mercantile Limited,EQ,INE321M01017,SONAL.NS
SONAMLTD,SONAM LIMITED,BE,INE00LM01029,SONAMLTD.NS
SONATSOFTW,Sonata Software Limited,EQ,INE269A01021,SONATSOFTW.NS
SOTL,Savita Oil Technologies Limited,EQ,INE035D01020,SOTL.NS
SOUTHBANK,The South Indian Bank Limited,EQ,INE683A01023,SOUTHBANK.NS
SOUTHWEST,South West Pinnacle Exploration Limited,EQ,INE980Y01015,SOUTHWEST.NS
SPAL,S. P. Apparels Limited,EQ,INE212I01016,SPAL.NS
SPANDANA,Spandana Sphoorty Financial Limited,EQ,INE572J01011,SPANDANA.NS
SPARC,Sun Pharma Advanced Research Company Limited,EQ,INE232I01014,SPARC.NS
SPCENET,Spacenet Enterprises India Limited,EQ,INE970N01027,SPCENET.NS
SPECIALITY,Speciality Restaurants Limited,BE,INE247M01014,SPECIALITY.NS
SPECTRUM,Spectrum Electrical Industries Limited,BE,INE01EO01010,SPECTRUM.NS
SPENCERS,Spencer's Retail Limited,EQ,INE020801028,SPENCERS.NS
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,INE147A01011,SPIC.NS
SPLIL,SPL Industries Limited,EQ,INE978G01016,SPLIL.NS
SPLPETRO,Supreme Petrochem Limited,EQ,INE663A01033,SPLPETRO.NS
SPMLINFRA,SPML Infra Limited,EQ,INE937A01023,SPMLINFRA.NS
SPORTKING,Sportking India Limited,EQ,INE885H01029,SPORTKING.NS
SRD,Shankar Lal Rampal Dye-Chem Limited,EQ,INE01NE01012,SRD.NS
SREEL,Sreeleathers Limited,BE,INE099F01013,SREEL.NS
SRF,SRF Limited,EQ,INE647A01010,SRF.NS
SRGHFL,SRG Housing Finance Limited,EQ,INE559N01010,SRGHFL.NS
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,INE917H01012,SRHHYPOLTD.NS
SRIKPRIND,Sri KPR Industries Limited,BE,INE009C01019,SRIKPRIND.NS
SRM,SRM Contractors Limited,EQ,INE0R6Z01013,SRM.NS
SRTL,Shree Ram Twistex Limited,EQ,INE19GK01015,SRTL.NS
SSDL,Saraswati Saree Depot Limited,EQ,INE0PQ101010,SSDL.NS
SSRETAIL,SS Retail Limited,EQ,INE1EQW01028,SSRETAIL.NS
SSWL,Steel Strips Wheels Limited,EQ,INE802C01033,SSWL.NS
STALLION,Stallion India Fluorochemicals Limited,BE,INE0RYC01010,STALLION.NS
STANLEY,Stanley Lifestyles Limited,EQ,INE01A001028,STANLEY.NS
STAR,Strides Pharma Science Limited,EQ,INE939A01011,STAR.NS
STARCEMENT,Star Cement Limited,EQ,INE460H01021,STARCEMENT.NS
STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,INE575P01011,STARHEALTH.NS
STARPAPER,Star Paper Mills Limited,EQ,INE733A01018,STARPAPER.NS
STARTECK,Starteck Finance Limited,EQ,INE992I01013,STARTECK.NS
STCINDIA,The State Trading Corporation of India Limited,EQ,INE655A01013,STCINDIA.NS
STEAMHOUSE,Steamhouse India Limited,EQ,INE0FRO01022,STEAMHOUSE.NS
STEELCAS,Steelcast Limited,EQ,INE124E01038,STEELCAS.NS
STEELCITY,Steel City Securities Limited,EQ,INE395H01011,STEELCITY.NS
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,INE503B01021,STEELXIND.NS
STEL,Stel Holdings Limited,EQ,INE577L01016,STEL.NS
STERTOOLS,Sterling Tools Limited,BE,INE334A01023,STERTOOLS.NS
STLNETWORK,STL Networks Limited,EQ,INE1VXE01018,STLNETWORK.NS
STLSTRINF,Steel Strips Infrastructures Limited,EQ,INE205F01016,STLSTRINF.NS
STLTECH,Sterlite Technologies Limited,BE,INE089C01029,STLTECH.NS
STOVEKRAFT,Stove Kraft Limited,EQ,INE00IN01015,STOVEKRAFT.NS
STUDDS,Studds Accessories Limited,EQ,INE00Q601028,STUDDS.NS
STYL,Seshaasai Technologies Limited,EQ,INE04VU01023,STYL.NS
STYLAMIND,Stylam Industries Limited,EQ,INE239C01020,STYLAMIND.NS
STYLEBAAZA,Baazar Style Retail Limited,EQ,INE01FR01028,STYLEBAAZA.NS
STYRENIX,Styrenix Performance Materials Limited,EQ,INE189B01011,STYRENIX.NS
SUBEXLTD,Subex Limited,EQ,INE754A01055,SUBEXLTD.NS
SUBROS,Subros Limited,EQ,INE287B01021,SUBROS.NS
SUDARCOLOR,Sudarshan Colorants India Limited,EQ,INE492A01029,SUDARCOLOR.NS
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,INE659A01023,SUDARSCHEM.NS
SUDEEPPHRM,Sudeep Pharma Limited,EQ,INE0QPI01025,SUDEEPPHRM.NS
SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ,INE450E01029,SUKHJITS.NS
SULA,Sula Vineyards Limited,EQ,INE142Q01026,SULA.NS
SUMEDHA,Sumedha Fiscal Services Limited,EQ,INE886B01012,SUMEDHA.NS
SUMEETINDS,Sumeet Industries Limited,EQ,INE235C01036,SUMEETINDS.NS
SUMICHEM,Sumitomo Chemical India Limited,EQ,INE258G01013,SUMICHEM.NS
SUMIT,Sumit Woods Limited,EQ,INE748Z01013,SUMIT.NS
SUMMITSEC,Summit Securities Limited,EQ,INE519C01017,SUMMITSEC.NS
SUNCLAY,Sundaram Clayton Limited,EQ,INE0Q3R01026,SUNCLAY.NS
SUNDARAM,Sundaram Multi Pap Limited,EQ,INE108E01023,SUNDARAM.NS
SUNDARMFIN,Sundaram Finance Limited,EQ,INE660A01013,SUNDARMFIN.NS
SUNDRMBRAK,Sundaram Brake Linings Limited,BE,INE073D01013,SUNDRMBRAK.NS
SUNDRMFAST,Sundram Fasteners Limited,EQ,INE387A01021,SUNDRMFAST.NS
SUNDROP,Sundrop Brands Limited,EQ,INE209A01019,SUNDROP.NS
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,INE947A01014,SUNFLAG.NS
SUNLOC,Sunil Healthcare Limited,EQ,INE671C01016,SUNLOC.NS
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,INE044A01036,SUNPHARMA.NS
SUNRAKSHAK,Sunrakshakk Industries India Limited,EQ,INE671K01027,SUNRAKSHAK.NS
SUNSHIEL,Sunshield Chemicals Limited,EQ,INE199E01014,SUNSHIEL.NS
SUNSHINE,Sunshine Pictures Limited,EQ,INE1B3O01011,SUNSHINE.NS
SUNTECK,Sunteck Realty Limited,EQ,INE805D01034,SUNTECK.NS
SUNTV,Sun TV Network Limited,EQ,INE424H01027,SUNTV.NS
SUPERHOUSE,Superhouse Limited,EQ,INE712B01010,SUPERHOUSE.NS
SUPERSPIN,Super Spinning Mills Limited,BE,INE662A01027,SUPERSPIN.NS
SUPRAJIT,Suprajit Engineering Limited,EQ,INE399C01030,SUPRAJIT.NS
SUPREME,Supreme Holdings & Hospitality (India) Limited,EQ,INE822E01011,SUPREME.NS
SUPREMEENG,Supreme Engineering Limited,BZ,INE319Z01021,SUPREMEENG.NS
SUPREMEIND,Supreme Industries Limited,EQ,INE195A01028,SUPREMEIND.NS
SUPREMEINF,Supreme Infrastructure India Limited,EQ,INE550H01011,SUPREMEINF.NS
SUPRIYA,Supriya Lifescience Limited,EQ,INE07RO01027,SUPRIYA.NS
SUPTANERY,Super Tannery Limited,BE,INE460D01038,SUPTANERY.NS
SURAJEST,Suraj Estate Developers Limited,EQ,INE843S01025,SURAJEST.NS
SURAJLTD,Suraj Limited,EQ,INE713C01016,SURAJLTD.NS
SURAKSHA,Suraksha Diagnostic Limited,EQ,INE877V01027,SURAKSHA.NS
SURANASOL,Surana Solar Limited,EQ,INE272L01022,SURANASOL.NS
SURANAT&P,Surana Telecom and Power Limited,EQ,INE130B01031,SURANAT&P.NS
SURYALA,Suryalata Spinning Mills Limited,EQ,INE132C01027,SURYALA.NS
SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,INE713B01026,SURYALAXMI.NS
SURYAROSNI,Surya Roshni Limited,EQ,INE335A01020,SURYAROSNI.NS
SURYODAY,Suryoday Small Finance Bank Limited,EQ,INE428Q01011,SURYODAY.NS
SUTLEJTEX,Sutlej Textiles and Industries Limited,BE,INE645H01027,SUTLEJTEX.NS
SUVEN,Suven Life Sciences Limited,EQ,INE495B01038,SUVEN.NS
SUVIDHAA,Suvidhaa Infoserve Limited,EQ,INE018401013,SUVIDHAA.NS
SUYOG,Suyog Telematics Limited,EQ,INE442P01014,SUYOG.NS
SUZLON,Suzlon Energy Limited,EQ,INE040H01021,SUZLON.NS
SVGLOBAL,S V Global Mill Limited,EQ,INE159L01013,SVGLOBAL.NS
SVLL,Shree Vasu Logistics Limited,EQ,INE00CE01017,SVLL.NS
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,EQ,INE308E01029,SVPGLOB.NS
SWANCORP,SWAN CORP LIMITED,EQ,INE665A01038,SWANCORP.NS
SWANDEF,Swan Defence and Heavy Industries Limited,BE,INE542F01020,SWANDEF.NS
SWARAJ,Swaraj Suiting Limited,BE,INE0GMR01016,SWARAJ.NS
SWARAJENG,Swaraj Engines Limited,EQ,INE277A01016,SWARAJENG.NS
SWARNSAR,Swarnsarita Jewels India Limited,EQ,INE967A01012,SWARNSAR.NS
SWELECTES,Swelect Energy Systems Limited,EQ,INE409B01013,SWELECTES.NS
SWIGGY,Swiggy Limited,EQ,INE00H001014,SWIGGY.NS
SWISSMLTRY,Swiss Military Consumer Goods Limited,BE,INE010C01025,SWISSMLTRY.NS
SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,INE00M201021,SWSOLAR.NS
SYMBIOTEC,Symbiotec Pharmalab Limited,EQ,INE899I01028,SYMBIOTEC.NS
SYMPHONY,Symphony Limited,EQ,INE225D01027,SYMPHONY.NS
SYNCOMF,Syncom Formulations (India) Limited,EQ,INE312C01025,SYNCOMF.NS
SYNGENE,Syngene International Limited,EQ,INE398R01022,SYNGENE.NS
SYRMA,Syrma SGS Technology Limited,EQ,INE0DYJ01015,SYRMA.NS
SYSTMTXC,Systematix Corporate Services Limited,BE,INE356B01024,SYSTMTXC.NS
TAALTECH,Taal Tech Limited,EQ,INE524T01029,TAALTECH.NS
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,INE123C01018,TAINWALCHM.NS
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,INE586B01026,TAJGVK.NS
TAKE,TAKE Limited,EQ,INE142I01023,TAKE.NS
TALBROAUTO,Talbros Automotive Components Limited,EQ,INE187D01029,TALBROAUTO.NS
TAMBOLIIN,Tamboli Industries Limited,BE,INE864J01012,TAMBOLIIN.NS
TANAA,Taneja Aerospace & Aviation Limited,EQ,INE692C01020,TANAA.NS
TANLA,Tanla Platforms Limited,EQ,INE483C01032,TANLA.NS
TARACHAND,Tara Chand InfraLogistic Solutions Limited,EQ,INE555Z01020,TARACHAND.NS
TARAPUR,Tarapur Transformers Limited,EQ,INE747K01017,TARAPUR.NS
TARC,TARC Limited,EQ,INE0EK901012,TARC.NS
TARIL,Transformers And Rectifiers (India) Limited,EQ,INE763I01026,TARIL.NS
TARMAT,Tarmat Limited,EQ,INE924H01018,TARMAT.NS
TARSONS,Tarsons Products Limited,EQ,INE144Z01023,TARSONS.NS
TASTYBITE,Tasty Bite Eatables Limited,EQ,INE488B01017,TASTYBITE.NS
TATACAP,Tata Capital Limited,EQ,INE976I01016,TATACAP.NS
TATACHEM,Tata Chemicals Limited,EQ,INE092A01019,TATACHEM.NS
TATACOMM,Tata Communications Limited,EQ,INE151A01013,TATACOMM.NS
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,INE192A01025,TATACONSUM.NS
TATAELXSI,Tata Elxsi Limited,EQ,INE670A01012,TATAELXSI.NS
TATAINVEST,Tata Investment Corporation Limited,EQ,INE672A01026,TATAINVEST.NS
TATAPOWER,Tata Power Company Limited,EQ,INE245A01021,TATAPOWER.NS
TATASTEEL,Tata Steel Limited,EQ,INE081A01020,TATASTEEL.NS
TATATECH,Tata Technologies Limited,EQ,INE142M01025,TATATECH.NS
TATVA,Tatva Chintan Pharma Chem Limited,EQ,INE0GK401011,TATVA.NS
TBOTEK,TBO Tek Limited,EQ,INE673O01025,TBOTEK.NS
TBZ,Tribhovandas Bhimji Zaveri Limited,BE,INE760L01018,TBZ.NS
TCC,TCC Concept Limited,EQ,INE887D01024,TCC.NS
TCI,Transport Corporation of India Limited,EQ,INE688A01022,TCI.NS
TCIEXP,TCI Express Limited,EQ,INE586V01016,TCIEXP.NS
TCIFINANCE,TCI Finance Limited,EQ,INE911B01018,TCIFINANCE.NS
TCPLPACK,TCPL Packaging Limited,EQ,INE822C01015,TCPLPACK.NS
TCS,Tata Consultancy Services Limited,EQ,INE467B01029,TCS.NS
TDPOWERSYS,TD Power Systems Limited,EQ,INE419M01035,TDPOWERSYS.NS
TEAMGTY,Team India Guaranty Limited,EQ,INE289C01025,TEAMGTY.NS
TEAMLEASE,Teamlease Services Limited,EQ,INE985S01024,TEAMLEASE.NS
TECHM,Tech Mahindra Limited,EQ,INE669C01036,TECHM.NS
TECHNOCRAF,Technocraft Ventures Limited,EQ,INE1D0W01018,TECHNOCRAF.NS
TECHNOE,Techno Electric & Engineering Company Limited,EQ,INE285K01026,TECHNOE.NS
TECHNVISN,TechNVision Ventures Limited,EQ,INE314H01012,TECHNVISN.NS
TECILCHEM,TECIL Chemicals and Hydro Power Limited,EQ,INE014B01011,TECILCHEM.NS
TEGA,Tega Industries Limited,EQ,INE011K01018,TEGA.NS
TEJASNET,Tejas Networks Limited,EQ,INE010J01012,TEJASNET.NS
TEMBO,Tembo Global Industries Limited,EQ,INE869Y01028,TEMBO.NS
TEMPSENS,Tempsens Instruments (India) Limited,EQ,INE1KZI01025,TEMPSENS.NS
TENNIND,Tenneco Clean Air India Limited,EQ,INE19RI01016,TENNIND.NS
TERAI,Terai Tea Company Limited,EQ,INE390D01011,TERAI.NS
TERASOFT,Tera Software Limited,EQ,INE482B01010,TERASOFT.NS
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,INE435C01024,TEXINFRA.NS
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,INE141K01013,TEXMOPIPES.NS
TEXRAIL,Texmaco Rail & Engineering Limited,EQ,INE621L01012,TEXRAIL.NS
TFCILTD,Tourism Finance Corporation of India Limited,EQ,INE305A01023,TFCILTD.NS
TFL,Transwarranty Finance Limited,EQ,INE804H01012,TFL.NS
TGBHOTELS,TGB Banquets And Hotels Limited,EQ,INE797H01018,TGBHOTELS.NS
TGVSL,TGV Sraac Limited,EQ,INE284B01028,TGVSL.NS
THACKER,Thacker & Company Limited,EQ,INE077P01034,THACKER.NS
THAKDEV,Thakkers Developers Limited,EQ,INE403F01017,THAKDEV.NS
THANGAMAYL,Thangamayil Jewellery Limited,EQ,INE085J01014,THANGAMAYL.NS
THEINVEST,The Investment Trust Of India Limited,EQ,INE924D01017,THEINVEST.NS
THEJO,Thejo Engineering Limited,EQ,INE121N01019,THEJO.NS
THELEELA,Leela Palaces Hotels & Resorts Limited,EQ,INE0AQ201015,THELEELA.NS
THEMISMED,Themis Medicare Limited,EQ,INE083B01024,THEMISMED.NS
THERMAX,Thermax Limited,EQ,INE152A01029,THERMAX.NS
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,INE332A01027,THOMASCOOK.NS
THOMASCOTT,Thomas Scott (India) Limited,EQ,INE480M01011,THOMASCOTT.NS
THYROCARE,Thyrocare Technologies Limited,EQ,INE594H01019,THYROCARE.NS
TI,Tilaknagar Industries Limited,EQ,INE133E01013,TI.NS
TICL,Twamev Construction and Infrastructure Limited,BE,INE388G01026,TICL.NS
TIGERLOGS,Tiger Logistics (India) Limited,EQ,INE906O01029,TIGERLOGS.NS
TIIL,Technocraft Industries (India) Limited,EQ,INE545H01011,TIIL.NS
TIINDIA,Tube Investments of India Limited,EQ,INE974X01010,TIINDIA.NS
TIJARIA,Tijaria Polypipes Limited,BE,INE440L01017,TIJARIA.NS
TIL,TIL Limited,BE,INE806C01018,TIL.NS
TIMETECHNO,Time Technoplast Limited,EQ,INE508G01029,TIMETECHNO.NS
TIMEX,Timex Group India Limited,EQ,INE064A01026,TIMEX.NS
TIMKEN,Timken India Limited,EQ,INE325A01013,TIMKEN.NS
TINNARUBR,Tinna Rubber and Infrastructure Limited,EQ,INE015C01016,TINNARUBR.NS
TIPSFILMS,Tips Films Limited,EQ,INE0LQS01015,TIPSFILMS.NS
TIPSMUSIC,Tips Music Limited,EQ,INE716B01029,TIPSMUSIC.NS
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,INE338A01024,TIRUMALCHM.NS
TIRUPATIFL,Tirupati Forge Limited,BE,INE319Y01024,TIRUPATIFL.NS
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,EQ,INE615H01020,TITAGARH.NS
TITAN,Titan Company Limited,EQ,INE280A01028,TITAN.NS
TMB,Tamilnad Mercantile Bank Limited,EQ,INE668A01016,TMB.NS
TMCV,Tata Motors Limited,EQ,INE1TAE01010,TMCV.NS
TMPV,Tata Motors Passenger Vehicles Limited,EQ,INE155A01022,TMPV.NS
TNPETRO,Tamilnadu PetroProducts Limited,EQ,INE148A01019,TNPETRO.NS
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,INE107A01015,TNPL.NS
TNTELE,Tamilnadu Telecommunication Limited,EQ,INE141D01018,TNTELE.NS
TOKYOPLAST,Tokyo Plast International Limited,EQ,INE932C01012,TOKYOPLAST.NS
TOLINS,Tolins Tyres Limited,EQ,INE0RWQ01014,TOLINS.NS
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,INE685A01028,TORNTPHARM.NS
TORNTPOWER,Torrent Power Limited,EQ,INE813H01021,TORNTPOWER.NS
